mtsp51.txt,baseline,distances,891.1857026659956,862.1554377164889,906.0923202991264,901.6167927937462,902.2626732269656,871.9742529184562,884.3951992349025,929.0261828872826,907.6422041311821,868.064860283103,921.4270071815843,824.9787455584585,894.2193411658277,820.4476686769042,861.2459502081628,857.5756758517036,884.3112384979139,874.6936379614282,904.7011130808752,887.9966383601964,846.7715988765199,925.0682713790375,953.9664386802394,851.6324333176785,810.6111131316263,911.1780916647514,863.8362464146957,919.4835557039006,858.6789614584465,933.4808013752798
mtsp51.txt,baseline,time,6.4291987,6.3720824,6.390999099999998,6.447537599999997,6.3491257999999995,6.352384100000002,6.405671499999997,6.3990638,6.320543999999998,6.455018200000005,6.3454380999999955,6.3212072000000035,6.294912299999993,6.424647000000007,6.331824900000001,6.416425799999999,6.378447999999992,6.448065299999996,6.496007800000001,6.323580299999989,6.326567300000022,6.3812006,6.317573100000004,6.328002800000007,6.376216900000003,6.447959999999995,6.5271135999999785,6.3642778999999905,6.357956300000012,6.303064699999993
mtsp51.txt,baseline,count,1017390,1017775,1016730,1018490,1017555,1017005,1017060,1017775,1017280,1017445,1017995,1017170,1017335,1015355,1017940,1017995,1016895,1017115,1016290,1019150,1015520,1017445,1016510,1016565,1017335,1016290,1018655,1017830,1018270,1015630
mtsp100.txt,baseline,distances,80947.26142289357,80881.82707082771,82708.62438908638,78846.32995246079,77742.19677226245,82044.61366322354,87763.93247092905,84983.0628636706,78146.19074263719,86229.86265943087,84244.9327244795,79594.29469122298,67062.8389543835,78683.6253706723,82083.39756933015,82466.75683694326,82567.1149325372,73332.02646894263,80239.20118671346,82891.18925914505,84798.56689631319,80622.9108234958,77866.1786272161,83042.5877464525,79825.38198516991,79454.41299599917,83277.8055798786,84943.17035464868,86896.43973246314,81488.28960496232
mtsp100.txt,baseline,time,14.112273700000003,14.134558300000009,14.043499400000002,14.248046400000021,14.220531899999997,13.968737200000021,14.051122099999986,14.027924999999982,14.04478819999997,14.091731900000013,14.189598100000012,13.974569999999972,14.008345299999974,13.93955410000001,14.05663089999996,14.234391399999993,14.285518299999978,14.067061300000034,14.110302100000013,14.19689649999998,13.849456099999998,14.002443400000004,14.128072399999951,14.02749080000001,14.17146439999999,13.996677500000033,13.971758499999964,14.066192999999998,13.959160500000053,14.17066299999999
mtsp100.txt,baseline,count,1920360,1923584,1923168,1923480,1922336,1923480,1924104,1921296,1920568,1922648,1923584,1922856,1922752,1921816,1923688,1923272,1921608,1921504,1923168,1924208,1922024,1926184,1923688,1924416,1924832,1922232,1922752,1920672,1921504,1922440
mtsp150.txt,baseline,distances,140502.157485016,132995.82075256383,138957.14574598387,124910.80835239404,135626.21189189405,147592.08981638172,142105.57605363152,141338.32808783752,132746.59386792307,136389.96538762303,136229.60109506059,145557.82099430184,139734.02765188043,141231.21743156682,127527.72696811862,139158.3966410495,130063.46823879897,138350.2526766916,133644.32418836703,129620.61777350778,130586.05195828328,134838.00285341372,130719.54631486096,137496.5956046675,126972.39622538995,130251.84274579244,140214.64175565552,142542.99830718807,141522.00849581978,139306.24341834334
mtsp150.txt,baseline,time,26.01276770000004,25.97195720000002,25.919323299999974,26.552022299999976,26.78417330000002,26.386662699999988,25.84730209999998,25.93749200000002,26.012177799999904,26.02684099999999,25.97602310000002,26.23247630000003,25.765683299999978,26.147048199999972,25.76390420000007,25.82772090000003,25.762022800000068,25.76245730000005,25.68405740000003,25.96213560000001,25.90482689999999,26.097157200000083,26.62180340000009,27.154973200000086,26.359941899999967,26.19128539999997,26.049673700000085,26.224188799999865,26.149695399999928,26.04892189999987
mtsp150.txt,baseline,count,2849154,2843764,2850540,2841762,2845304,2845766,2845920,2843764,2844842,2848384,2845612,2849462,2845150,2846536,2841300,2846690,2844534,2848384,2846074,2849616,2849924,2841608,2847922,2843918,2849000,2846844,2848384,2844996,2847460,2847460
pr76.txt,baseline,distances,328104.81930920907,325257.0184275072,327821.107261733,335608.6077418787,326468.83716931293,320644.350944645,329967.44090571644,319989.8043687265,344557.84485936357,330628.20223012724,326295.24463734636,318904.9578992767,304569.2506862676,314240.8666843344,310888.0435201674,306458.1274036432,330318.8750422216,338451.8837091322,331691.2839239127,326287.1718423766,294639.4849593991,339664.0108551591,345943.9892941768,322038.8871712899,329625.3638821944,326495.9474345968,328776.861332081,334203.96228687814,331464.784210392,321095.4244054866
pr76.txt,baseline,time,9.928364999999985,9.898966199999904,9.795874899999944,9.81080269999984,9.881347300000016,9.878146600000036,10.098257499999818,10.510366900000008,9.980359200000066,10.005119199999854,9.83360360000006,9.96441679999998,9.902852200000098,9.90186400000016,9.84152260000019,10.028713200000084,9.811344400000053,9.823174999999992,9.801900299999943,9.791911100000107,9.708343699999887,10.053226599999789,9.912541499999861,9.760287300000073,9.839111300000013,9.709589900000083,9.859407899999951,9.85281759999998,9.827228099999957,9.923364799999945
pr76.txt,baseline,count,1478800,1477440,1479520,1481360,1478000,1479680,1479360,1475760,1477040,1477120,1482160,1478320,1479840,1480800,1478720,1478640,1478720,1478720,1477200,1480560,1478880,1479520,1480000,1479280,1481760,1479280,1479120,1478400,1477040,1478240
